0,1,2,3,4,5,6
リボンシトロン,ナポリン　アサヒ・サッポロ・ヱビス・ユニオンビール　醸造元大日本麦酒株式会社,,,91.0×30.5cm,,po001094
[着物姿で腰板に寄りかかる女性],,,,81.5×56.0cm,,po001096
清涼飲料シトロン,大日本麦酒株式会社製造,,,89.0×30.0cm,,po001097
大日本麦酒株式会社,清涼飲料リボン印　シトロン　タンサン　ラズベリー,,,91.0×31.0cm,,po001098
北長,,,,75.5×53.0cm,,po001099
[着物姿で本を読む女性],,,,81.5×58.0cm,,po001100
両関,,,,77.0×53.0cm,,po001101
吟味追分豆,北海名産,,,53.5×18.0cm,,po001102
大塚合名会社醸,,,,90.5×61.5cm,,po001103
清酒金露大塚醸,,,,91.5×61.5cm,,po001104
清酒東洋,柴谷合名会社醸,,,91.0×60.0cm,,po001105
清酒金露大塚醸,明治末・大正前期　印刷博物館　　北野恒富（金沢出身）,,,90.5×60.5cm,,po001106
日本清酒株式会社,一番よい酒　千歳鶴,,,91.0×61.5cm,,po001107
井谷安次郎,,,,60.0×39.0cm,,po001108
清酒日本盛,,,,66.5×88.5cm,,po001109
大塚合名会社吟醸,,,,106.5×77.0cm,,po001110
キンシ正宗堀野醸,,,,107.0×77.5cm,,po001111
銘酒初雪小西醸,,,,77.0×53.0cm,,po001112
石崎合資会社,,,,76.5×53.0cm,,po001113
正宗,,,,106.0×76.0cm,,po001114
さくらまさむね,宮内省御用達山邑太左衛門　攝津灘魚崎　　支店所在地　大阪　京都　神戸　京城　釜山,,,105.5×76.0cm,,po001115
銘酒白鹿,辰馬本家醸,,,92.0×61.5cm,,po001116
清酒白鹿醸造元辰馬総本家,,,,91.0×61.0cm,,po001117
山邑東京出張所,宮内省御用達　桜正宗発売元　日本橋呉服店　桜正宗は立太子式第一日の饗宴に　御用酒たるの光栄に浴せり,,,80.5×48.5cm,,po001118
正宗の元祖のさくら正宗,宮内省御用達　山邑太左衛門醸造　攝津灘魚崎,,,79.0×48.0cm,,po001119
優等清酒,宮内省御用達　醸造元山邑太左衛門　攝津灘魚崎　支店所在地　大阪　京都　神戸　京城　釜山,,,62.0×46.0cm,,po001120
さくらまさむね,醸造元　山邑太左衛門　攝津灘魚崎　支店　大阪　京城　釜山,,,104.5×76.5cm,,po001121
さくらまさむね,宮内省御用達　醸造元　山邑太左衛門　攝津灘魚崎　支店所在地　大阪　京都　神戸　京城　釜山,,,106.0×76.0cm,,po001122
清酒白鶴,嘉納合名会社,,,109.0×38.0cm,,po001123
本嘉納商店,攝津灘御影町　合名会社,,,109.0×77.0cm,,po001124
優等清酒富久娘,攝津灘　花木本家醸,,,76.5×17.5cm,,po001125
本嘉納商店,醸造元　兵庫県武庫郡御影町,,,108.0×77.0cm,,po001126
[着物姿で腰板に寄りかかる女性],,,,62.5×45.0cm,,po001127
宅合名会社,JAPAN-SAKE  SAWAKAME　台北　台南　基陸　大連　仁川　東京　小樽　支店　　,,,76.5×25.5cm,,po001128
宅合名会社,JAPAN-SAKE  SAWAKAME　宅合名会社　台北　台南　基陸　大連　仁川　東京　小樽　支店　　,,,76.5×25.5cm,,po001129
銀金泉正宗,春季売出　灘泉本家醸,,,111.0×39.5cm,,po001130
清酒月桂冠,,,,108.5×79.5cm,,po001131
銘酒五稜正宗,お花見　景品付　特売　五月五日ヨリ二十五日マデ　壱升壜詰金壱円七拾銭　壱本御買上毎二お花見手拭壱筋　高級洋皿壱枚進呈　醸造元　日本清酒株式会社函館支店　各販売所　公園内売店は別の取扱となっております,,,87.0×59.5cm,,po001132
KIKU-MASAMUNE,,,,107.0×38.0cm,,po001133
銘酒白鹿,,,,91.5×62.0cm,,po001134
白鹿,,,,91.5×61.0cm,,po001135
白鹿,,,,91.5×62.0cm,,po001136
さくらまさむね,"THE FAMOUS JAPANESE REFINED SAKE SAKURA-MASAMUNE(CHERRY BRAND)  BREWED BY T.YAMAMURA  UOZAKICHO,NADA,MUKO-GUN,HYOGO-KEN,JAPAN",,,107.0×76.5cm,,po001137
さくらまさむね,宮内省御用達・醸造元　山邑太左衛門　兵庫県灘魚崎・発売元　山邑東京出張所　東京市日本橋区呉服町（電話本局特長五一〇番　長八七五番）　　,,,107.5×77.5cm,,po001138
朗らかな醉　飲むなら焼酎,大日本種類醸造株式会社　ダイヤ焼酎,,,91.5×62.0cm,,po001139
辰馬総本家,兵庫県武庫郡西宮町　攝陽西宮町恵美寿印刷所製,,,76.0×53.0cm,,po001140
朗らかな醉　飲むなら焼酎,全国新式焼酎連盟会,,,91.0×62.5cm,,po001141
キッコウショウ,最上醤油　品質本位　特売期間　昭和九年十一月一日ヨリ　十二月末日マデ　　大景品付　特売　十六立詰壱樽御買上ゲ毎ニ　景品トシテ二立瓶詰壱本宛呈上　,,,109.0×49.5cm,,po001142
一番喜ばれる年末年始御贈答品,登録商標　白鹿　クロマツハクシカ　二立壜詰　本家酒造株式会社　吟醸　　　　　　　　　　弁天町　本間商店　　高橋商店　　天神町　桐田商店　　葛西商店　　大黒町　小野商店森屋末広町店　　今井百貨店　　会所町　小村商店　　曙町　水野商店　　相生町　赤坂商店　　蓬莱町　小林商店　　北村商店　　寳町　国松商店　　小林商店　　真砂町　赤沢商店　　栄町　清水商店　　東雲町　新明商店　　大谷商店　　鶴岡町　小沢商店　梅谷商店　　中野商店　　山下商店　　松風町　日本清酒会社支店　　中谷商店　　万代町　越前屋　　吉村商店　　田畑商店　　西浜商店　　高野商店　　酒谷商店　　順序不同,,,55.0×35.0cm,,po001143
優等清酒桜正宗,醸造元　山邑太左衛門　　支店　大阪　京城　釜山,,,79.0×53.5cm,,po001144
醸造元千葉県野田町茂木佐平治,宮内省御用達　醤油　於巴奈馬太平洋　万国博覧会　大賞牌　受賞,,,106.0×75.5cm,,po001145
山邑太左衛門,宮内省御用達　醸造元　攝津灘魚崎　支店所在地　大阪　京都　神戸　京城　釜山,,,105.5×76.0cm,,po001146
清酒白鶴,嘉納合名会社醸,,,92.0×62.0cm,,po001147
FUKUMUSUME-SAKE,攝津灘新在家　花木甚右衛門醸,,,89.5×61.0cm,,po001148
大日本優等清酒,やまむらまさむね　山邑太左衛門醸造　攝津灘魚崎,,,107.0×77.0cm,,po001149
明治製糖公司,明治糖厰　,,,92.0×62.0cm,,po001150
カクザトウ,大日本製糖株式会社　CUBE SUGAR　,,,74.5×27.0cm,,po001151
塩水港製糖株式会社,,,,91.0×62.5cm,,po001154
塩水港製糖株式会社,,,,91.0×62.0cm,,po001155
台湾製糖株式会社,資本金弐千七百五拾万円　明治三十三年創立,,,78.5×53.5cm,,po001156
大日本製糖株式会社,,,,91.0×63.0cm,,po001157
大日本製糖株式会社,,,,91.0×58.5cm,,po001158
大日本製糖株式会社,,,,91.5×61.5cm,,po001159
大日本製糖株式会社,日糖の角砂糖とドミノ,,,90.0×30.0cm,,po001160
大日本製糖公司,恭賀新■　大日本製糖公司啓告　総公司　大日本東京　資本金　壱千二百万円　　　　　製糖工廠,,,88.5×61.0cm,,po001161
大日本製糖株式会社,,,,92.0×59.0cm,,po001162
大日本製糖株式会社,,,,90.5×60.5cm,,po001163
大日本製糖株式会社,,,,90.0×59.5cm,,po001164
東亜麺粉公司,TOA FLOUR MILLING CO. TOKYO.JAPAN.,,,91.0×61.0cm,,po001165
株式会社増田製粉所,新製品渦巻小麦粉,,,62.0×46.5cm,,po001166
札幌製粉株式会社,最もキノキイタ　家庭向の中元御答品は　化粧紙函入　白星（冷麦　素麺　饂飩に　,,,78.0×35.5cm,,po001167
製糖株式会社,,,,92.0×61.5cm,,po001168
明治製糖株式会社,MEIJI SUGAR MFG CO.LTO　代理販売店　増田増蔵商店　増田合名会社,,,90.5×60.5cm,,po001175
アメチヨコ,滋養新菓　東京栄商会　十箇入金五銭　廿箇入金十銭,,,78.0×34.5cm,,po001176
バンザイ,御大典記念菓　定価金弐銭　日本京都　笹友商店謹製,,,78.0×26.5cm,,po001177
フルヤのウインターキヤラメル,古谷製菓工場,,,76.5×17.5cm,,po001178
フルヤのキャラメル,札幌　古谷製菓工場　懸賞募集　賞品　一等…金側腕巻時計　一個宛五名　　二等…勧業債券（十円券）　一枚宛拾名　　三等…メリヤスシャツ若クハズボン下　一枚宛五十名　　四等…雑記帖　二冊宛五百名　　課題　（一）今上陛下御即位式ヲ挙行被遊ル日ハ何月何日ナリヤ　　（二）今上陛下ハ第何代ノ帝位ヲ嗣ガセタレシヤ　　（三）本年ハ神武天皇紀元何年ナリヤ,,,77.5×53.0cm,,po001179
巴堂,和洋御菓子卸小売　巴おかし製造元　樽式真岡本町六丁目,,,71.0×26.0cm,,po001180
三度の御飯はタイム式精米にかぎる,医学博士佐伯矩先生実験発明　農学博士鈴木梅太郎先生実験発明　陸軍糧秣本廠御調査済　精米の状況はいつでも御覧下さる　二斗以上市内はどこでも無賃で御届け申します電話七九八番　函館タイム式精米所　函館市新川町　　　衛生　「ヴタミン」と言ふ脚気の予防になる栄養素が沢山含まれて居りまして少しも石粉が混じてないから身體の為にも非常に効力が有ます　　　時間　従来の混砂米と異り幾度も水を換へて淘ぐ世話なく軽く水にて洗い流せばよろしい　　　　経済　従来の米よりも確に一割方釜植えが致しますから壱升の御飯が従来の米の一升二合にもかけ合いますから大徳用です,,,107.0×38.5cm,,po001181
ほうじ茶森永宇治かほる,森永製茶部,,,78.0×53.0cm,,po001182
精米販売萩原商店,健康印　胚芽米は　白くて美味しくて食べ易い　脚気予防に第一　淘がずに炊ける無砂搗精　消化吸収断然良し　子供を強くし病気も治る　栄養に富む搗きたての胚芽米を御すヽめ致します　　函館市若松町四十二番地　電話一八四番,,,80.0×55.0cm,,po001183
森永の菓子,ミルクキヤラメル　東京　大阪　森永製菓株式会社,,,90.5×30.5cm,,po001184
森永の菓子,御贈答には,,,78.0×52.5cm,,po001185
水無飴,賜天覧　製造元今村東京支店,,,78.0×26.5cm,,po001186
水無飴,純国産　製造元今村東京支店,,,78.0×26.5cm,,po001187
君魚焼,登録商標　新発明珍菓　一名ビール乃友　発明製造元　新堅菓子道楽　発売元新潟製菓株式会社,,,78.5×36.0cm,,po001188
森永ミルク森永ドライミルク,割引券付　大特売　,,,72.0×25.0cm,,po001189
新案ビスケット元祖栄泉堂,,,,52.5×38.0cm,,po001190
優良煎茶長寿楽,　日本人ニハ日本緑茶　日本緑茶のヴヰターミンＣ　茶ハ長寿ノ仙薬也　（栄西禅師）　販売店　茶店ソノ他ニアリ　山城製茶株式会社謹製　理研三浦博士発表　ヴヰターミンＣ最多　量含有品比較表　,,,76.0×26.0cm,,po001191
森永ココアミルク,現代的の御家庭に最も適した文化飲料　を溶けば即席にココアミルクが出来ます　森永製菓株式会社,,,61.0×21.5cm,,po001192
HOT MILP,温いミルプは飲料界唯一の専売特許品であります　里農学博士　森田醫学博士　証明推奨　乳酸菌滋養飲料標準品　,,,52.5×38.0cm,,po001193
強力葡萄糖液状,女神獅子印　医学博士岩田達先生推奨　美味・滋養・好飲料　家庭団欒　精力快復　能率増進　TSUZUKIEIYO STUDIO　,,,78.0×34.5cm,,po001194
森永ミルク,,,,77.0×53.0cm,,po001195
登録商標きびだんご粉,越後加茂　渡辺虎平謹製,,,79.0×54.0cm,,po001196
二千円大懸賞,ミルクメード一名　人形印ミルク　レッテルをためて送れば　たれでも機会がある　締切六月十五日,,,78.0×53.0cm,,po001197
森永ゼリビンズ,登録商標　煙草代用　ポケット用　大金五銭　小金二銭　森永製菓株式会社,,,78.0×27.0cm,,po001198
森永ベルトライン,奉仕デー　マネキンガールが転倒で皆様の御用を御伺ひ致します　当日は特売品　景品当る　を提供致します　壱二日　後一時　より　菓子舗,,,75.5×35.5cm,,po001199
森永バナナ,台湾産原料　大十銭　小五銭　東京　森永製菓株式会社,,,78.0×25.5cm,,po001200
森永コンサート,御大典記念発売　高級ソフトビスケット詰合　美装罐入　壱罐壱円　　森永製菓株式会社,,,58.5×44.5cm,,po001201
グリコアメ,果実應用新菓　東京　大阪　　■■合名会社,,,78.0×26.5cm,,po001202
リグレース．チューインガム,五個入一包　金拾銭,,,89.5×60.0cm,,po001203
森永ドロップス,景品付３０万凾大特価　特別景品　▲三種詰合の分▼　壱等　復興債券仕円券　弐拾五口　　二等　復興債券拾円券　七拾五口　参等　組合せ文房具　弐千五百口　　▲二種詰合の分▼　壱等　復興債券拾円分　五拾口　弐等　復興債券五円券　百五拾口　参等　シャープペンシル五千口　右の外一般景品として森永詰合ドロップスの凾中に官製ハガキ二枚宛挿入してあります　二種詰合化粧凾　一凾壱円　三種詰合化粧凾　一凾壱円五拾銭,,,50.0×37.5cm,,po001204
中外の菓子,東京　中外製菓株式会社　動坂,,,77.0×52.0cm,,po001205
ホマレウェーファース,,,,74.0×15.0cm,,po001206
ミルクヨーラス,滋強菓　北越製菓株式会社　Milk Yolas  TRAＤE MARK,,,78.0×17.5cm,,po001207
今村のチョコレートアメ,芝三田　今村東京支店,,,62.0×21.0cm,,po001208
カステーラ,御茶菓子用として　御進物用として　原料精選　滋養豊富　を御すヽめ致します　久保田製菓所　,,,77.0×25.5cm,,po001209
南満州鉄道株式会社,SOUTH MANCHURIA RAILWAY CO.　ITENG SHUNSAN,,,52.0×38.0cm,,po001235
衛生的改良箱詰潮鮭鱒,日魯漁業株式会社　サイズ違い有り（1060mm.775mm）,,,75.0×53.0cm,,po001268
日魯の筋子,東京函館　日魯漁業株式会社,,,76.0×53.0cm,,po001269
栖原択捉漁場特産箱入鱒,本店函館,,,92.5×63.0cm,,po001270
