title,number
"（札幌）東北帝国大学農科大学付属（花壇ト試作農場）　THE TOHOKU A COLLEGE, SAPPORO, HOKKAIDO. NO.23",pc002415-0001
"（札幌区）東北帝国大学各講堂及校庭　CAMPUS OF THE TOHOKU IMPERIAL UNIVERSITY, COLLEGE OF AGRICULTURE.",pc000030
"NO.18　東北帝国大学　水産学講堂　（札幌）　FISHRY HALL, THE TOHOKU IMPERIAL UNIVERSITY, SAPPORO.",pc010679-0001
"札幌農学校付属農園　THE FARM OF SAPPORO AGRICULTURAL COLLAGE,",pc002911-0001
駒ヶ岳噴煙ノ実況　（其八）,pc001066-0001
（大沼の内）　小沼の絶景　AN INDESCRIBABLY FINE VIEW OF KONUMA.　(ONE OF ONUMA)　,pc021045
北海道公園大沼風景　（其二）　VIEW OF ONUMA HOKKAIDO.,pc000322-0001
"北海道公園大沼風景　〔其三〕　The View of Onuma, Hokkaido.",pc002243-0001
"北海道公園大沼回遊の景　The Onuma, Hokkaido Park",pc002642-0001
"北海道公園大沼の勝景（其四）紅葉館より駒ヶ岳を望む　Mt.Komagatake & Onuma Park, Hokkaido.",pc020201-0001
駒ヶ岳（一一四〇米）と大沼（深一三米）　駒ヶ岳は峯頭奇抜雄偉の活火山にして南麓の大沼小沼蓴菜沼に泛ふ百二十六島を併せたる大沼公園は日本三景の一たり,pc003150
Lake Onuma[大沼],pc010495-0001
"（北海道大沼公園）　翠緑滴る湖月橋付近の佳景　THE FINE VIEWS OF KOGETSU-BASHI BRIDGE AND NEIGHBOURHOOD OVER THE GREEN, ONUMA PARK.",pc000487-0001
大沼と駒ヶ岳,pc002801
『北海道名勝大観』　大沼公園の湖沼美　大沼公園は函館本線大沼駅付近にあり、大小無数の島々や、其の上には緑濃き濶葉樹林、湖上には風を孕む帆船、遙かに活火山駒ヶ岳を仰ぐ。,pc002596-0001
水郷名所　大沼　ONUMA-LAKE IN HOKKAIDO.,pc000278
"（大沼百景）（其三十六）東郷島の遠望　DISTANT VIEW OF TOGOJIMA, ONUMA",pc000776
北海道百景　HOKKAIDO　大沼公園に映ゆる駒ヶ岳,pc002410-0001
雪の大沼公園　撮影者　山形三郎氏,pc002058-0001
No 13　（大沼名所）　大沼ノ夕照　View of Onuma,pc002049-0001
北海道公園大沼,pc000035-0001
大沼公園,pc010283
"北海道公園大沼の勝景　セバツト上の列車　View of Onuma Park, Hokkaido.",pc020352-0001
"大沼公園より駒ヶ岳を望む　Mt.Komagatake, Viewed from Onuma Park Near Hakodate.",pc020174-0001
大沼勝景　（第一集ノ十）　Famous view of Onuma,pc020432-0001
（北海道公園）　大沼朝暾　Morning View of Onuma park hokkaido.,pc002513-0001
"（北海道公園）　大沼絶景　THE FINE VIEW AT ONUMA-PARK, HOKKAIDO.",pc000532-0001
北海道公園大沼勝景（其九）東郷島近付　View of Onuma Hokukaido(N9)Togo Shima,pc021011-0001
大沼公園　（北海道）,pc000493
（北海道大沼公園）駒ヶ岳全景（3）　FALLVIEW OF KOMAGATAKE.,pc002433-0001
（北海道大沼公園）駒ヶ岳全景「其三」　FALLVIEW OF KOMAGATAKE.,pc002712-0001
（大沼百景）（其十八）セバツト付近の眺望　RAILWAY BY ONUMALAKE,pc002686-0001
北海道駒ヶ岳大噴火の実況　大沼駅前の雑踏,pc002487-0001
北鉄大沼ノ景,pc010453
（北海道公園大沼の勝景）　（其九）　東郷島付近　View of Onuma Hokkaido park,pc002344
（北海道公園大沼の勝景）　紅葉館より駒ヶ岳を望む　View of Onuma Hokkaido park.,pc010350-0001
"北海道公園大沼の勝景（其一）朝霧　View of Onuma Park, Hokkaido.",pc002725
"北海道公園紅葉館前の風景　The Onuma Park, Hokkaido.",pc010205-0001
大沼公園ノ東宮殿下御野立所　THE REST RLACE OF CROWN PRINGE AT PARK OONUMA.,pc002388
北海道公園大沼の景,pc000127-0001
北海道公園大沼の高空を飛翔せる飛行機,pc020183-0001
北海道公園大沼の鴨　WILD DUCK OF ONUMA AT HOKKAIDO PARK.,pc020323-0001
大沼公園雪景（其九）（氷切の景）　SNOW VIEW OF WONUMA PARK HAKODATE.,pc003170
北海道公園大沼名勝（其九）百花園より駒ヶ岳を望む　View of Onuma park in Hokkaido no9 Csenery the komagatake from Hyakkaen,pc002153-0001
北海道大沼公園の入口　an entrance in The Park Wonuma Hokkaido.,pc000519
"北海道公園大沼登女の滝　TOME WATER FALL IN ONUMA, HOKKAIDO PARK.",pc020511-0001
"北海道大沼公園勝景　View of Onuma, Hokkaido.",pc000320
"北海道峠下ノ絶景　VIEW OF TOGESHITA, HOKKAIDO",pc001134
（2）北海道公園大沼の景　View of Onuma in Hokkaido.,pc000038
北海道公園　大沼の夕陽,pc010856
北海道大沼公園紅葉館前の景,pc020129-0001
"〔大沼名所〕セバツトヨリ東郷島ヲ望ム　TOGO ISLAND, ONUMA.",pc020089
駒ヶ岳噴火講演会　十七日午後七時　於市民館　箱館開港対外文化史料展覧会　於図書館　十六日＝十八日　市立函館図書館,pc003138
大沼　THE LAKE ONUMA　（渡島　OSHIMA）,pc001132
"北海道公園大沼朝日　Sun rise at Onuma, Hokkaido.",pc000762-0001
"北海道大沼ノ勝景（其二）　SCENERY OF ONUMA, HOKKAIDO.",pc001043-0001
園田牧場　A PASTURE OF MR.SONODA.,pc002684-0001
大沼勝景〔其二〕　Fine View of Onuma No.2,pc020345-0001
北海道公園の鮒釣　View of Onuma in Hokkaido.,pc010896-0001
（北海勝景）大沼ト駒ヶ岳　Onuma and Komagatake.,pc000885-0001
"大沼銅像除幕式　The Unveiling of Status, in Onuma.",pc010180
"大沼駒ヶ岳の優姿　A GREAT FIGURE OF VOLCANO KOMAGATAKE, ONUMA.",pc021366
"大沼公園ノ朝霧ト駒ヶ岳　The Onuma & Komagatake,.",pc010661
北海道公園大沼　観音橋　ONUMA PARK HOKKAIDO,pc002261-0001
（大沼名所）　瓢箪島ノ景　THE VIEW OF ONUMM,pc002612
大沼真景　（NO.1）　VIEW OF ONUMA.,pc001174
大正十五年十月函館水上警察署新築落成記念,pc002721-0001
"夏の七重浜（函館郊外）　THE SEA-COAST OF THE NANAEHAMA, HAKODATE.　",pc002827
北海道上磯郡葛登支燈台　KATSUTOSHI LIGTHOVSE.,pc020012-0001
函館区火災一覧図　縮尺一万分之一,pc010243-0001
大火当時ノ函館水道配水地前ヨリ船場町豊川町方面ヲ望ム　THE GREAT CONFLAGRATION OF HAKODATE.,pc010166
大火前後ノ函館市街　前（末広町通）　後（末広町通）　HAKODATE CITY BEFORE & AFTER THE CONFLAGRATION.,pc000003-0001
大正十年四月十四日　函館大火北海信託株式会社付近の惨状,pc010278
帝国美術院第十二回美術展覧会出品　極東の覇者　梁川剛一氏作,pc002591
第一美術協会第三回展出品　（初夏）　佐野忠吉氏作,pc002057-0001
（左）河野加賀守政通ノ碑　（在称名寺）,pc000483
書庫と閲覧室,pc000064-0001
函館図書館の夜景,pc020160-0001
函館市　人口十六万余船舶出入年一万九千余隻　郊外工場適応地約四百万坪ヲ有ス水陸連絡ノ便備ハリ発展ノ余地多ク　輸移出入貨物年三百余万屯年額四億余万円　気候　温泉　貿易,pc010494-0001
〔函館図書館書庫〕,pc001562
（函館名所）　花ノ公園図書館付近ノ桜,pc002890-0001
函館図書館普通閲覧室　恭賀新年　春元旦　函館図書館,pc000794
[ブラキストン二十年記念会案内状],pc000647-0001
[工藤三郎個人展覧会案内状],pc002250
五月四．五．六．三日間　於函館図書館　丸山派絵画展覧会　開場午前八時午後五時閉場　丸山派絵画展覧会　ニユジャウケン　招待,pc021049-0001
（函館名所）　公園擂鉢山ノ景　HAKODATE PARK,pc010362
自像讃　是空和尚[岡田健蔵],pc020078
北海道最古ノ刻銘アル鰐口　渡島国大野村　意冨比（オウヒ）神社　所蔵　銘『康平三歳三月吉旦　願主　肥前四郎五郎　大工若州遠敷郡作右衛門』　金質　青銅　重量五百二十九匁　縦経　七寸　横経　八寸　年歴　康平三歳は洋歴千五十八年　八百七十四年前の鋳造,pc002222-0001
[五稜郭内箱館奉行所],pc002275-0001
"大沼公園（渡島）[渡島]　Ounuma Park, Oshima Province.　",pc000677
函館市高盛尋常高等小学校　,pc000630
（趣味乃大沼）　鞍掛岩　NO 25,pc020469-0001
絵葉雅喜大会々場　創立三周年紀念　2567.3.20　函館絵葉雅喜倶楽部　エハカキタイクワイ紀念　於町会所　明治三十八年八月十五六七日　絵葉雅喜大会　函館絵葉雅喜倶楽部主催,pc001255
エハカキタイクワイ紀念,pc000924
"北海道公園大沼　SCENERY OF ONUMA PARK, HOKKAIDO.",pc002997
北鉄線大沼公園予定地,pc001629-0001
大沼公園　北海道渡島国駒ヶ岳山麓に在り周囲八里余沼中島嶼百数十を算し風光極めて雄大明媚である,pc003144
（大沼名所） 7　東郷ノ将銅像ノ景　COPPER STATUEGENERAL TOGO.,pc000119-0001
昭和四年六月　噴火ノ状況　駒ヶ岳　北海道森町,pc010395-0001
"北海道峠下隧道ヨリ大沼公園ヲ望ム　VIEW OF TOGESHITA, HOKKAIDO.",pc020369-0001
汽車大沼公園ヲ進行ス　RAILWAY-CAR AND ONUMA PARK.,pc000474-0001
北海道公園紅葉館前の風景[大沼]　View of Onuma Park in Hokkaido.,pc020506
第七回食道楽会御献立　三十九年七月十五日　地蔵町　大新,pc021265
（函館公園十二景の内）　凱旋祝賀会紀念碑　The Park Hakodate.,pc002227-0001
菅乃井　巴港北遊,pc002508-0001
[高田屋通り],pc010276-0001
[函館十字街　丸井今井百貨店付近],pc000700
賀正　函館公園噴水の景,pc010324-0001
"（函館）としまや一六　ICHIROKU TOSHIMAYA, HAKODATE.",pc020411-0001
函館末広町の雪景,pc000592
函館公園の雪景　（其一）　The view of snow at hakodate park No1,pc010897
函館倉庫業組合慰安会記念　大正七年六月九日湯の川福井屋庭園ニ於テ村山北丘撮,pc020293
駒ヶ岳噴火口ノ実況　（其十）,pc000892-0001
[函館絵葉雅喜倶楽部スタンプ絵葉書],pc020514-0001
誠終舎　大正庚申立春大吉　函館図書館　岡田健蔵,pc020032-0001
安政五年戊午之歳渡来箱館駐剳露国領事館付司祭官イワン．マホワ師編纂万延二年（文久元年）於箱館出版題箋之版木今露都国立図書館保管　（函館図書館所蔵＝旧蔵者杉浦晋氏寄贈）,pc020347-0001
白鳥氏日記,pc002601-0001
文化六年（一八〇九）間宮林蔵黒竜江上満州官吏と会見之図　東韃紀行図より　（市立函館図書館蔵）,pc000097-0001
函館図書館蔵近藤重蔵著返要分界図考所載　橇ヲトナカイニ牽スル図,pc001184-0001
"波止場付近　（函館末広町）　THE WEST OF THE SUEHIROCHO, HAKODATE.　",pc020640-0001
（函館名勝）　貨船客船輻輳せる函館港内の盛観　The magnificent view of the habour of Hakodate where passenger-ships and cargo-vessels are caily gathering.,pc000279-0001
青函連絡船翔鳳丸（三千五百噸）　Shohomaru(3500ton)the ferry steamer between Aomori and Hakodate,pc002133-0001
其頃の基坂（函館）　明治四十年五月二十六日「辻」の一節　,pc020451-0001
函館市西村病院,pc002848
函館市街　（其一）　（基坂ヨリ税関ヲ望ム　最近ノ右ハ英国領事館ノ外塀　遙ニ見ユルハ港内ノ淀泊船ナリ）,pc010887
函館停車場プラットホーム　PLATHOME WITHIN HAKODATE STATION,pc000705-0001
函館名所　（其四）　函館停車場構内　The Station of Hakodate.,pc020500
（函館郊外名所）　湯の川松倉河畔■■[千人風呂野外浴場],pc000717-0001
[函館公園],pc010179
改良形小型マント　金森洋服店,pc020420
[市立函館病院職員集合写真],pc000471
"函館湯の川温泉林長館　（其五）　Rincho Hotel hot spring Yunokaw, Hakodate.",pc000973-0001
「純正不曲」　建国記念の祝日に際し貴家の御隆昌を祈る　大正丙寅紀元節　岡田健蔵　函館図書館,pc000098-0001
武田竹塘先生伝,pc002750
安政六年[一八五九]刊松浦武四郎著”蝦夷漫画”草稿　（市立函館図書館蔵）,pc002252-0001
恭賀新年　一日元旦　函館図書館　ONE NEVER OPEN A BOOK WITHOUT DERIVING SOME BENEFIT FROM IT.　,pc002735
THE HAKODATE LIBRARY　復興ハ読書カラ,pc000738-0001
（椴法華名所）　恵山岬燈台,pc003142
第二回聖徳太子奉賛美術展覧会　（船着場）　田辺三重松氏作,pc021360
おまえ百までわしゃ九十九まで　ともに白髪のはへるまで　■■庵主　是空[岡田健蔵],pc001419
公園地会場案内[函館公園],pc010038-0001
学校児童の新旧教科書展　1日ヨリ3日間・於市立函館図書館　四月二日トショクワンキネンビ,pc000107
第十回全日本図書館記念日　波響研究資料展覧会　会期自一日至三日　於函館図書館　御案内申上候[蛎崎波響肖像],pc010468-0001
"ドラが鳴る　『青函連絡船』函館埠頭　Hakodate Pier, Seikan Ferry-steamer.　",pc010224-0001
北海土産　追分節　小島たけ子女史演奏　四竃訥治採譜　明治三十八年九月於函館出版　市立函館図書館刊,pc003117
復興の停車場通り　,pc000053
函館公会堂　The hakodati public hole.,pc020113
（北海道の勝景）　大沼公園より駒ヶ岳遠望　HOKKAIDO ONUMA PARK,pc020360-0001
明治三十九年七月　日英艦隊来函紀念　司令長官　片岡中将,pc002069
函館図書館開館式紀念　明治四十二年二月十一日,pc002588-0001
北海道大沼公園大山元帥銅像　Copperofgenral Oyama.,pc000710-0001
函館東浜町方面ヲ望ム　View of part Higashihama cyo Hakobate,pc000989-0001
"函館氷生産地五稜郭の景　GORYOKAKU, HAKODATE.",pc000390
"函館大森浜海水浴場の景 BATHING-PLACE OMORI, HAKODATE.",pc001283-0001
"北海道大沼公園　VIEW OF ONUMA PARK, HOKKAIDO.",pc002685-0001
（日本新三景の一）　北海道大沼公園の一部　A part of the park landscape Onuma,pc001108
（日本新三景の一大沼公園）　大沼と駒ヶ岳の雄姿　The gllant of the Onuma and Komaga mountain-peak,pc020336-0001
（函館）連絡船比羅夫丸桟橋横付ノ景,pc002339
（函館）船場町より東浜町海岸を望む,pc020223-0001
函館末広町中央部　Suyahiro-cho Hakodate　,pc000872-0001
明治天皇御上陸記念碑　明治九年七月十六日御上陸＝明治十四年九月七日御乗艦　七月十六日地鎮＝昭和十年=九月七日除幕　-函館市-　,pc000334-0001
教育品展覧会絵葉書　SOUVENIR,pc010660
函館市復興緑樹婦人団　記念緑化運動　グリーンベルトは婦人の手で　函館市復興　3月21日　緑樹婦人団,pc010159-0001
一階洋品雑貨化粧品売場,pc001269
青函連絡船松前丸　MATSUMAEMARU THE FERRY STEAMER BETWEEN AOMORI AND HAKODATE,pc000319
青函連絡船　松前丸　（三千五百噸）　MATSUMAEMARU （3500TON） THEFERRY STEAMER DETWEEN AOMORI ANP HAKODATE,pc010868
"青函連絡船津軽丸三千五百噸　The connecting steamship between Aomori and Hakodate. Tonnage.3,500.",pc021048
函館ビール　HAKODATE LAGER-BEER,pc010319-0001
郵便はがき[航空愛国週間記念　昭和十二年六月一日　函館スタンプ押印],pc010291-0001
絵柄不詳[明治三十七八年戦役陸軍凱旋観兵式紀念　39-4-30　函館　HAKODATE　TRIUMPHANT MILITARY REVIEW-01906の押印絵葉書],pc000751-0001
当別トラピスト全景　（四）,pc000457-0001
トラピスト修院,pc010146-0001
上磯町役場正面,pc002958
